severity,entity,id,field,problem,owner,disposition
low,variation,3548,weight,no weight,purpl,
low,variation,3559,weight,no weight,purpl,
low,variation,3560,weight,no weight,purpl,
low,variation,3908,weight,no weight,purpl,
low,variation,4032,weight,no weight,purpl,
low,variation,4355,weight,no weight,purpl,
low,variation,4356,weight,no weight,purpl,
low,variation,4357,weight,no weight,purpl,
low,variation,4358,weight,no weight,purpl,
low,variation,4359,weight,no weight,purpl,
low,variation,4360,weight,no weight,purpl,
low,variation,4361,weight,no weight,purpl,
low,variation,4362,weight,no weight,purpl,
low,variation,4363,weight,no weight,purpl,
low,variation,4364,weight,no weight,purpl,
low,variation,4365,weight,no weight,purpl,
low,variation,4366,weight,no weight,purpl,
low,variation,4367,weight,no weight,purpl,
low,variation,4368,weight,no weight,purpl,
low,variation,4369,weight,no weight,purpl,
low,variation,4370,weight,no weight,purpl,
low,variation,4371,weight,no weight,purpl,
low,variation,4372,weight,no weight,purpl,
low,variation,4373,weight,no weight,purpl,
low,variation,4374,weight,no weight,purpl,
low,variation,4375,weight,no weight,purpl,
low,variation,4376,weight,no weight,purpl,
low,variation,4377,weight,no weight,purpl,
low,variation,4378,weight,no weight,purpl,
low,variation,4389,weight,no weight,purpl,
low,variation,4390,weight,no weight,purpl,
low,variation,4391,weight,no weight,purpl,
low,variation,4392,weight,no weight,purpl,
low,variation,4393,weight,no weight,purpl,
low,variation,4394,weight,no weight,purpl,
low,variation,4395,weight,no weight,purpl,
low,variation,4396,weight,no weight,purpl,
low,variation,4397,weight,no weight,purpl,
low,variation,4398,weight,no weight,purpl,
low,variation,4399,weight,no weight,purpl,
low,variation,4400,weight,no weight,purpl,
low,variation,4401,weight,no weight,purpl,
low,variation,4402,weight,no weight,purpl,
low,variation,4403,weight,no weight,purpl,
low,variation,4404,weight,no weight,purpl,
low,variation,4405,weight,no weight,purpl,
low,variation,4406,weight,no weight,purpl,
low,variation,4407,weight,no weight,purpl,
low,variation,4408,weight,no weight,purpl,
low,variation,4409,weight,no weight,purpl,
low,variation,4423,weight,no weight,purpl,
low,variation,4424,weight,no weight,purpl,
low,variation,4425,weight,no weight,purpl,
low,variation,4426,weight,no weight,purpl,
low,variation,4427,weight,no weight,purpl,
low,variation,4428,weight,no weight,purpl,
low,variation,4429,weight,no weight,purpl,
low,variation,4430,weight,no weight,purpl,
low,variation,4431,weight,no weight,purpl,
low,variation,4432,weight,no weight,purpl,
low,variation,4433,weight,no weight,purpl,
low,variation,4434,weight,no weight,purpl,
low,variation,4435,weight,no weight,purpl,
low,variation,4436,weight,no weight,purpl,
low,variation,4437,weight,no weight,purpl,
low,variation,4438,weight,no weight,purpl,
low,variation,4439,weight,no weight,purpl,
low,variation,4440,weight,no weight,purpl,
low,variation,4441,weight,no weight,purpl,
low,variation,4442,weight,no weight,purpl,
low,variation,4443,weight,no weight,purpl,
low,variation,4457,weight,no weight,purpl,
low,variation,4458,weight,no weight,purpl,
low,variation,4459,weight,no weight,purpl,
low,variation,4460,weight,no weight,purpl,
low,variation,4461,weight,no weight,purpl,
low,variation,4462,weight,no weight,purpl,
low,variation,4463,weight,no weight,purpl,
low,variation,4464,weight,no weight,purpl,
low,variation,4465,weight,no weight,purpl,
low,variation,4466,weight,no weight,purpl,
low,variation,4467,weight,no weight,purpl,
low,variation,4468,weight,no weight,purpl,
low,variation,4469,weight,no weight,purpl,
low,variation,4470,weight,no weight,purpl,
low,variation,4471,weight,no weight,purpl,
low,variation,4472,weight,no weight,purpl,
low,variation,4473,weight,no weight,purpl,
low,variation,4474,weight,no weight,purpl,
low,variation,4475,weight,no weight,purpl,
low,variation,4476,weight,no weight,purpl,
low,variation,4477,weight,no weight,purpl,
low,variation,4491,weight,no weight,purpl,
low,variation,4493,weight,no weight,purpl,
low,variation,4494,weight,no weight,purpl,
low,variation,4495,weight,no weight,purpl,
low,variation,4496,weight,no weight,purpl,
low,variation,4497,weight,no weight,purpl,
low,variation,4499,weight,no weight,purpl,
low,variation,4500,weight,no weight,purpl,
low,variation,4501,weight,no weight,purpl,
low,variation,4502,weight,no weight,purpl,
low,variation,4503,weight,no weight,purpl,
low,variation,4504,weight,no weight,purpl,
low,variation,4514,weight,no weight,purpl,
low,variation,4515,weight,no weight,purpl,
low,variation,4516,weight,no weight,purpl,
low,variation,4807,weight,no weight,purpl,
low,variation,4811,weight,no weight,purpl,
low,variation,4850,weight,no weight,purpl,
low,variation,4851,weight,no weight,purpl,
low,variation,4852,weight,no weight,purpl,
low,variation,4853,weight,no weight,purpl,
low,variation,4854,weight,no weight,purpl,
low,variation,4855,weight,no weight,purpl,
low,variation,4856,weight,no weight,purpl,
low,variation,4857,weight,no weight,purpl,
low,variation,4858,weight,no weight,purpl,
low,variation,4859,weight,no weight,purpl,
low,variation,4860,weight,no weight,purpl,
low,variation,4861,weight,no weight,purpl,
low,variation,4862,weight,no weight,purpl,
low,variation,4863,weight,no weight,purpl,
low,variation,4864,weight,no weight,purpl,
low,variation,4865,weight,no weight,purpl,
low,variation,4866,weight,no weight,purpl,
low,variation,4867,weight,no weight,purpl,
low,variation,4868,weight,no weight,purpl,
low,variation,4869,weight,no weight,purpl,
low,variation,4870,weight,no weight,purpl,
low,variation,4889,weight,no weight,purpl,
low,variation,4890,weight,no weight,purpl,
low,variation,4891,weight,no weight,purpl,
low,variation,4892,weight,no weight,purpl,
low,variation,4893,weight,no weight,purpl,
low,variation,4894,weight,no weight,purpl,
low,variation,4895,weight,no weight,purpl,
low,variation,4896,weight,no weight,purpl,
low,variation,4897,weight,no weight,purpl,
low,variation,4898,weight,no weight,purpl,
low,variation,4899,weight,no weight,purpl,
low,variation,4900,weight,no weight,purpl,
low,variation,4901,weight,no weight,purpl,
low,variation,4902,weight,no weight,purpl,
low,variation,4903,weight,no weight,purpl,
low,variation,4904,weight,no weight,purpl,
low,variation,4911,weight,no weight,purpl,
low,variation,4912,weight,no weight,purpl,
low,variation,4913,weight,no weight,purpl,
low,variation,4914,weight,no weight,purpl,
low,variation,4915,weight,no weight,purpl,
low,variation,4916,weight,no weight,purpl,
low,variation,4917,weight,no weight,purpl,
low,variation,4918,weight,no weight,purpl,
low,variation,4928,weight,no weight,purpl,
low,variation,4929,weight,no weight,purpl,
low,variation,4935,weight,no weight,purpl,
low,variation,4936,weight,no weight,purpl,
low,variation,4937,weight,no weight,purpl,
low,variation,4938,weight,no weight,purpl,
low,variation,4939,weight,no weight,purpl,
low,variation,4940,weight,no weight,purpl,
low,variation,4941,weight,no weight,purpl,
low,variation,4942,weight,no weight,purpl,
low,variation,4943,weight,no weight,purpl,
low,variation,4944,weight,no weight,purpl,
low,variation,4945,weight,no weight,purpl,
low,variation,4946,weight,no weight,purpl,
low,variation,4947,weight,no weight,purpl,
low,variation,4948,weight,no weight,purpl,
low,variation,4949,weight,no weight,purpl,
low,variation,4953,weight,no weight,purpl,
low,variation,5021,weight,no weight,purpl,
low,variation,5022,weight,no weight,purpl,
low,variation,5023,weight,no weight,purpl,
low,variation,5024,weight,no weight,purpl,
low,variation,5025,weight,no weight,purpl,
low,variation,5026,weight,no weight,purpl,
low,variation,5027,weight,no weight,purpl,
low,variation,5028,weight,no weight,purpl,
low,variation,5029,weight,no weight,purpl,
low,variation,5030,weight,no weight,purpl,
low,variation,5031,weight,no weight,purpl,
low,variation,5032,weight,no weight,purpl,
low,variation,5033,weight,no weight,purpl,
low,variation,5034,weight,no weight,purpl,
low,variation,5035,weight,no weight,purpl,
low,variation,5036,weight,no weight,purpl,
low,variation,5038,weight,no weight,purpl,
low,variation,5039,weight,no weight,purpl,
low,variation,5040,weight,no weight,purpl,
low,variation,5041,weight,no weight,purpl,
low,variation,5042,weight,no weight,purpl,
low,variation,5043,weight,no weight,purpl,
low,variation,5044,weight,no weight,purpl,
low,variation,5045,weight,no weight,purpl,
low,variation,5199,weight,no weight,purpl,
low,variation,5200,weight,no weight,purpl,
low,variation,5201,weight,no weight,purpl,
low,variation,5319,weight,no weight,purpl,
low,variation,5320,weight,no weight,purpl,
low,variation,5435,weight,no weight,purpl,
low,variation,5436,weight,no weight,purpl,
low,variation,5437,weight,no weight,purpl,
low,variation,5438,weight,no weight,purpl,
low,variation,5439,weight,no weight,purpl,
low,variation,5440,weight,no weight,purpl,
low,variation,5441,weight,no weight,purpl,
low,variation,5442,weight,no weight,purpl,
low,variation,5443,weight,no weight,purpl,
low,variation,5444,weight,no weight,purpl,
low,variation,5445,weight,no weight,purpl,
low,variation,5446,weight,no weight,purpl,
low,variation,5470,weight,no weight,purpl,
low,variation,5471,weight,no weight,purpl,
low,variation,5472,weight,no weight,purpl,
low,variation,5473,weight,no weight,purpl,
low,variation,5474,weight,no weight,purpl,
low,variation,5475,weight,no weight,purpl,
low,variation,5585,weight,no weight,purpl,
low,variation,5586,weight,no weight,purpl,
low,variation,5587,weight,no weight,purpl,
low,variation,5588,weight,no weight,purpl,
low,variation,5589,weight,no weight,purpl,
low,variation,5590,weight,no weight,purpl,
low,variation,5591,weight,no weight,purpl,
low,variation,5592,weight,no weight,purpl,
low,variation,5953,weight,no weight,purpl,
low,variation,5954,weight,no weight,purpl,
low,variation,5955,weight,no weight,purpl,
low,variation,5991,weight,no weight,purpl,
low,variation,5992,weight,no weight,purpl,
low,variation,5993,weight,no weight,purpl,
low,variation,5994,weight,no weight,purpl,
low,variation,5995,weight,no weight,purpl,
low,variation,5996,weight,no weight,purpl,
low,variation,5997,weight,no weight,purpl,
low,variation,5998,weight,no weight,purpl,
low,variation,5999,weight,no weight,purpl,
low,variation,6000,weight,no weight,purpl,
low,variation,6001,weight,no weight,purpl,
low,variation,6002,weight,no weight,purpl,
low,variation,6003,weight,no weight,purpl,
low,variation,6004,weight,no weight,purpl,
low,variation,6005,weight,no weight,purpl,
low,variation,6006,weight,no weight,purpl,
low,variation,6007,weight,no weight,purpl,
low,variation,6008,weight,no weight,purpl,
low,variation,6009,weight,no weight,purpl,
low,variation,6010,weight,no weight,purpl,
low,variation,6011,weight,no weight,purpl,
low,variation,6012,weight,no weight,purpl,
low,variation,6013,weight,no weight,purpl,
low,variation,6014,weight,no weight,purpl,
low,variation,6037,weight,no weight,purpl,
low,variation,6038,weight,no weight,purpl,
low,variation,6039,weight,no weight,purpl,
low,variation,6040,weight,no weight,purpl,
low,variation,6041,weight,no weight,purpl,
low,variation,6042,weight,no weight,purpl,
low,variation,6043,weight,no weight,purpl,
low,variation,6044,weight,no weight,purpl,
low,variation,6045,weight,no weight,purpl,
low,variation,6046,weight,no weight,purpl,
low,variation,6047,weight,no weight,purpl,
low,variation,6048,weight,no weight,purpl,
low,variation,6049,weight,no weight,purpl,
low,variation,6050,weight,no weight,purpl,
low,variation,6051,weight,no weight,purpl,
low,variation,6052,weight,no weight,purpl,
low,variation,6053,weight,no weight,purpl,
low,variation,6054,weight,no weight,purpl,
low,variation,6055,weight,no weight,purpl,
low,variation,6056,weight,no weight,purpl,
low,variation,6057,weight,no weight,purpl,
low,variation,6058,weight,no weight,purpl,
low,variation,6059,weight,no weight,purpl,
low,variation,6060,weight,no weight,purpl,
low,variation,6061,weight,no weight,purpl,
low,variation,6062,weight,no weight,purpl,
low,variation,6120,weight,no weight,purpl,
low,variation,6121,weight,no weight,purpl,
low,variation,6122,weight,no weight,purpl,
low,variation,6123,weight,no weight,purpl,
low,variation,6124,weight,no weight,purpl,
low,variation,6134,weight,no weight,purpl,
low,variation,6135,weight,no weight,purpl,
low,variation,6136,weight,no weight,purpl,
low,variation,6137,weight,no weight,purpl,
low,variation,6138,weight,no weight,purpl,
low,variation,6139,weight,no weight,purpl,
low,variation,6140,weight,no weight,purpl,
low,variation,6141,weight,no weight,purpl,
low,variation,6244,weight,no weight,purpl,
low,variation,6245,weight,no weight,purpl,
low,variation,6246,weight,no weight,purpl,
low,variation,6247,weight,no weight,purpl,
low,variation,6248,weight,no weight,purpl,
low,variation,6249,weight,no weight,purpl,
low,variation,6250,weight,no weight,purpl,
low,variation,6251,weight,no weight,purpl,
low,variation,6252,weight,no weight,purpl,
low,variation,6254,weight,no weight,purpl,
low,variation,6255,weight,no weight,purpl,
low,variation,6256,weight,no weight,purpl,
low,variation,6257,weight,no weight,purpl,
low,variation,6258,weight,no weight,purpl,
low,variation,6259,weight,no weight,purpl,
low,variation,6260,weight,no weight,purpl,
low,variation,6261,weight,no weight,purpl,
low,variation,6262,weight,no weight,purpl,
low,variation,6374,weight,no weight,purpl,
low,variation,6429,weight,no weight,purpl,
low,variation,6441,weight,no weight,purpl,
low,variation,6442,weight,no weight,purpl,
low,variation,6445,weight,no weight,purpl,
low,variation,6446,weight,no weight,purpl,
low,variation,6447,weight,no weight,purpl,
low,variation,6448,weight,no weight,purpl,
low,variation,6449,weight,no weight,purpl,
low,variation,6457,weight,no weight,purpl,
low,variation,6482,weight,no weight,purpl,
low,variation,6483,weight,no weight,purpl,
low,variation,6484,weight,no weight,purpl,
low,variation,6485,weight,no weight,purpl,
low,variation,6486,weight,no weight,purpl,
low,variation,6487,weight,no weight,purpl,
low,variation,6488,weight,no weight,purpl,
low,variation,6489,weight,no weight,purpl,
low,variation,6490,weight,no weight,purpl,
low,variation,6491,weight,no weight,purpl,
low,variation,6492,weight,no weight,purpl,
low,variation,6493,weight,no weight,purpl,
low,variation,6494,weight,no weight,purpl,
low,variation,6495,weight,no weight,purpl,
low,variation,6497,weight,no weight,purpl,
low,variation,6498,weight,no weight,purpl,
low,variation,6499,weight,no weight,purpl,
low,variation,6500,weight,no weight,purpl,
low,variation,6501,weight,no weight,purpl,
low,variation,6502,weight,no weight,purpl,
low,variation,6503,weight,no weight,purpl,
low,variation,6504,weight,no weight,purpl,
low,variation,6505,weight,no weight,purpl,
low,variation,6506,weight,no weight,purpl,
low,variation,6507,weight,no weight,purpl,
low,variation,6508,weight,no weight,purpl,
low,variation,6509,weight,no weight,purpl,
low,variation,6510,weight,no weight,purpl,
low,variation,6513,weight,no weight,purpl,
low,variation,6514,weight,no weight,purpl,
low,variation,6515,weight,no weight,purpl,
low,variation,6516,weight,no weight,purpl,
low,variation,6517,weight,no weight,purpl,
low,variation,6518,weight,no weight,purpl,
low,variation,6519,weight,no weight,purpl,
low,variation,6520,weight,no weight,purpl,
low,variation,6521,weight,no weight,purpl,
low,variation,6522,weight,no weight,purpl,
low,variation,6523,weight,no weight,purpl,
low,variation,6524,weight,no weight,purpl,
low,variation,6525,weight,no weight,purpl,
low,variation,6526,weight,no weight,purpl,
low,variation,6528,weight,no weight,purpl,
low,variation,6529,weight,no weight,purpl,
low,variation,6530,weight,no weight,purpl,
low,variation,6531,weight,no weight,purpl,
low,variation,6532,weight,no weight,purpl,
low,variation,6533,weight,no weight,purpl,
low,variation,6534,weight,no weight,purpl,
low,variation,6535,weight,no weight,purpl,
low,variation,6536,weight,no weight,purpl,
low,variation,6537,weight,no weight,purpl,
low,variation,6538,weight,no weight,purpl,
low,variation,6539,weight,no weight,purpl,
low,variation,6540,weight,no weight,purpl,
low,variation,6541,weight,no weight,purpl,
low,variation,6543,weight,no weight,purpl,
low,variation,6544,weight,no weight,purpl,
low,variation,6545,weight,no weight,purpl,
low,variation,6546,weight,no weight,purpl,
low,variation,6547,weight,no weight,purpl,
low,variation,6549,weight,no weight,purpl,
low,variation,6550,weight,no weight,purpl,
low,variation,6551,weight,no weight,purpl,
low,variation,6552,weight,no weight,purpl,
low,variation,6553,weight,no weight,purpl,
low,variation,6555,weight,no weight,purpl,
low,variation,6556,weight,no weight,purpl,
low,variation,6557,weight,no weight,purpl,
low,variation,6558,weight,no weight,purpl,
low,variation,6559,weight,no weight,purpl,
low,variation,6560,weight,no weight,purpl,
low,variation,6563,weight,no weight,purpl,
low,variation,6564,weight,no weight,purpl,
low,variation,6565,weight,no weight,purpl,
low,variation,6566,weight,no weight,purpl,
low,variation,6567,weight,no weight,purpl,
low,variation,6568,weight,no weight,purpl,
low,variation,6569,weight,no weight,purpl,
low,variation,6570,weight,no weight,purpl,
low,variation,6571,weight,no weight,purpl,
low,variation,6572,weight,no weight,purpl,
low,variation,6573,weight,no weight,purpl,
low,variation,6574,weight,no weight,purpl,
low,variation,6576,weight,no weight,purpl,
low,variation,6578,weight,no weight,purpl,
low,variation,6580,weight,no weight,purpl,
low,variation,6581,weight,no weight,purpl,
low,variation,6582,weight,no weight,purpl,
low,variation,6583,weight,no weight,purpl,
low,variation,6584,weight,no weight,purpl,
low,variation,6585,weight,no weight,purpl,
low,variation,6587,weight,no weight,purpl,
low,variation,6588,weight,no weight,purpl,
low,variation,6589,weight,no weight,purpl,
low,variation,6590,weight,no weight,purpl,
low,variation,6591,weight,no weight,purpl,
low,variation,6592,weight,no weight,purpl,
low,variation,6594,weight,no weight,purpl,
low,variation,6595,weight,no weight,purpl,
low,variation,6596,weight,no weight,purpl,
low,variation,6597,weight,no weight,purpl,
low,variation,6598,weight,no weight,purpl,
low,variation,6599,weight,no weight,purpl,
low,variation,6600,weight,no weight,purpl,
low,variation,6602,weight,no weight,purpl,
low,variation,6603,weight,no weight,purpl,
low,variation,6604,weight,no weight,purpl,
low,variation,6605,weight,no weight,purpl,
low,variation,6606,weight,no weight,purpl,
low,variation,6607,weight,no weight,purpl,
low,variation,6608,weight,no weight,purpl,
low,variation,6610,weight,no weight,purpl,
low,variation,6611,weight,no weight,purpl,
low,variation,6616,weight,no weight,purpl,
low,variation,6617,weight,no weight,purpl,
low,variation,6618,weight,no weight,purpl,
low,variation,6619,weight,no weight,purpl,
low,variation,6620,weight,no weight,purpl,
low,variation,6621,weight,no weight,purpl,
low,variation,6622,weight,no weight,purpl,
low,variation,6623,weight,no weight,purpl,
low,variation,6624,weight,no weight,purpl,
low,variation,6625,weight,no weight,purpl,
low,variation,6626,weight,no weight,purpl,
low,variation,6627,weight,no weight,purpl,
low,variation,6628,weight,no weight,purpl,
low,variation,6629,weight,no weight,purpl,
low,variation,6630,weight,no weight,purpl,
low,variation,6631,weight,no weight,purpl,
low,variation,6632,weight,no weight,purpl,
low,variation,6633,weight,no weight,purpl,
low,variation,6634,weight,no weight,purpl,
low,variation,6637,weight,no weight,purpl,
low,variation,6638,weight,no weight,purpl,
low,variation,6639,weight,no weight,purpl,
low,variation,6640,weight,no weight,purpl,
low,variation,6641,weight,no weight,purpl,
low,variation,6643,weight,no weight,purpl,
low,variation,6644,weight,no weight,purpl,
low,variation,6645,weight,no weight,purpl,
low,variation,6646,weight,no weight,purpl,
low,variation,6647,weight,no weight,purpl,
low,variation,6649,weight,no weight,purpl,
low,variation,6650,weight,no weight,purpl,
low,variation,6651,weight,no weight,purpl,
low,variation,6652,weight,no weight,purpl,
low,variation,6660,weight,no weight,purpl,
low,variation,6661,weight,no weight,purpl,
low,variation,6662,weight,no weight,purpl,
low,variation,6664,weight,no weight,purpl,
low,variation,6665,weight,no weight,purpl,
low,variation,6666,weight,no weight,purpl,
low,variation,6667,weight,no weight,purpl,
low,variation,6668,weight,no weight,purpl,
low,variation,6669,weight,no weight,purpl,
low,variation,6670,weight,no weight,purpl,
low,variation,6671,weight,no weight,purpl,
low,variation,6672,weight,no weight,purpl,
low,variation,6673,weight,no weight,purpl,
low,variation,6674,weight,no weight,purpl,
low,variation,6675,weight,no weight,purpl,
low,variation,6676,weight,no weight,purpl,
low,variation,6677,weight,no weight,purpl,
low,variation,6678,weight,no weight,purpl,
low,variation,6693,weight,no weight,purpl,
low,variation,6696,weight,no weight,purpl,
low,variation,6698,weight,no weight,purpl,
low,variation,6700,weight,no weight,purpl,
low,variation,6704,weight,no weight,purpl,
low,variation,6705,weight,no weight,purpl,
low,variation,6707,weight,no weight,purpl,
low,variation,6711,weight,no weight,purpl,
low,variation,6712,weight,no weight,purpl,
low,variation,6717,weight,no weight,purpl,
low,variation,6719,weight,no weight,purpl,
low,variation,6720,weight,no weight,purpl,
low,variation,6721,weight,no weight,purpl,
low,variation,6722,weight,no weight,purpl,
low,variation,6723,weight,no weight,purpl,
low,variation,6724,weight,no weight,purpl,
low,variation,6725,weight,no weight,purpl,
low,variation,6726,weight,no weight,purpl,
low,variation,6727,weight,no weight,purpl,
low,variation,6728,weight,no weight,purpl,
low,variation,6729,weight,no weight,purpl,
low,variation,6730,weight,no weight,purpl,
low,variation,6731,weight,no weight,purpl,
low,variation,6732,weight,no weight,purpl,
low,variation,6733,weight,no weight,purpl,
low,variation,6734,weight,no weight,purpl,
low,variation,6735,weight,no weight,purpl,
low,variation,6736,weight,no weight,purpl,
low,variation,6737,weight,no weight,purpl,
low,variation,6738,weight,no weight,purpl,
low,variation,6739,weight,no weight,purpl,
low,variation,6740,weight,no weight,purpl,
low,variation,6741,weight,no weight,purpl,
low,variation,6742,weight,no weight,purpl,
low,variation,6743,weight,no weight,purpl,
low,variation,6744,weight,no weight,purpl,
low,variation,6745,weight,no weight,purpl,
low,variation,6746,weight,no weight,purpl,
low,variation,6747,weight,no weight,purpl,
low,variation,6749,weight,no weight,purpl,
low,variation,6750,weight,no weight,purpl,
low,variation,6751,weight,no weight,purpl,
low,variation,6752,weight,no weight,purpl,
low,variation,6753,weight,no weight,purpl,
low,variation,6754,weight,no weight,purpl,
low,variation,6755,weight,no weight,purpl,
low,variation,6756,weight,no weight,purpl,
low,variation,6757,weight,no weight,purpl,
low,variation,6759,weight,no weight,purpl,
low,variation,6760,weight,no weight,purpl,
low,variation,6761,weight,no weight,purpl,
low,variation,6762,weight,no weight,purpl,
low,variation,6765,weight,no weight,purpl,
low,variation,6766,weight,no weight,purpl,
low,variation,6769,weight,no weight,purpl,
low,variation,6770,weight,no weight,purpl,
low,variation,6771,weight,no weight,purpl,
low,variation,6772,weight,no weight,purpl,
low,variation,6774,weight,no weight,purpl,
low,variation,6775,weight,no weight,purpl,
low,variation,6776,weight,no weight,purpl,
low,variation,6778,weight,no weight,purpl,
low,variation,6780,weight,no weight,purpl,
low,variation,6782,weight,no weight,purpl,
low,variation,6784,weight,no weight,purpl,
low,variation,6786,weight,no weight,purpl,
low,variation,6788,weight,no weight,purpl,
low,variation,6790,weight,no weight,purpl,
low,variation,6793,weight,no weight,purpl,
low,variation,6794,weight,no weight,purpl,
low,variation,6795,weight,no weight,purpl,
low,variation,6796,weight,no weight,purpl,
low,variation,6797,weight,no weight,purpl,
low,variation,6798,weight,no weight,purpl,
low,variation,6799,weight,no weight,purpl,
low,variation,6802,weight,no weight,purpl,
low,variation,6803,weight,no weight,purpl,
low,variation,6804,weight,no weight,purpl,
low,variation,6805,weight,no weight,purpl,
low,variation,6806,weight,no weight,purpl,
low,variation,6807,weight,no weight,purpl,
low,variation,6808,weight,no weight,purpl,
low,variation,6810,weight,no weight,purpl,
low,variation,6811,weight,no weight,purpl,
low,variation,6812,weight,no weight,purpl,
low,variation,6813,weight,no weight,purpl,
low,variation,6814,weight,no weight,purpl,
low,variation,6815,weight,no weight,purpl,
low,variation,6852,weight,no weight,purpl,
low,variation,6853,weight,no weight,purpl,
low,variation,6854,weight,no weight,purpl,
low,variation,6856,weight,no weight,purpl,
low,variation,6857,weight,no weight,purpl,
low,variation,6858,weight,no weight,purpl,
info,page,1692,status,status=draft (slug ''); confirm migrate/exclude,client,
info,page,2535,status,status=draft (slug ''); confirm migrate/exclude,client,
info,page,3276,status,status=draft (slug ''); confirm migrate/exclude,client,
info,product,1581,status,status=draft; confirm migrate/exclude,client,
info,product,1582,status,status=draft; confirm migrate/exclude,client,
info,product,1601,status,status=draft; confirm migrate/exclude,client,
info,product,1602,status,status=draft; confirm migrate/exclude,client,
info,product,1603,status,status=draft; confirm migrate/exclude,client,
info,product,1605,status,status=draft; confirm migrate/exclude,client,
info,product,1606,status,status=draft; confirm migrate/exclude,client,
info,product,1613,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,1618,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,1625,status,status=draft; confirm migrate/exclude,client,
info,product,1626,status,status=draft; confirm migrate/exclude,client,
info,product,1633,status,status=draft; confirm migrate/exclude,client,
info,product,1634,status,status=draft; confirm migrate/exclude,client,
info,product,1635,status,status=draft; confirm migrate/exclude,client,
info,product,1636,status,status=draft; confirm migrate/exclude,client,
info,product,1639,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,1648,status,status=draft; confirm migrate/exclude,client,
info,product,1649,status,status=draft; confirm migrate/exclude,client,
info,product,1650,status,status=draft; confirm migrate/exclude,client,
info,product,1652,status,status=draft; confirm migrate/exclude,client,
info,product,1655,status,status=draft; confirm migrate/exclude,client,
info,product,3593,status,status=draft; confirm migrate/exclude,client,
info,product,3667,status,status=draft; confirm migrate/exclude,client,
info,product,4321,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,4422,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,4888,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,4934,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,5640,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,5666,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
info,product,6642,yoast_redirect,Yoast redirect info present; include in redirect map,purpl,
