severity,entity,id,field,problem,owner,disposition
high,variation,6804,sku,variation missing SKU (parent 6801),purpl,
high,variation,6805,sku,variation missing SKU (parent 6801),purpl,
high,variation,6806,sku,variation missing SKU (parent 6801),purpl,
high,variation,6807,sku,variation missing SKU (parent 6801),purpl,
high,variation,6808,sku,variation missing SKU (parent 6801),purpl,
high,variation,6810,sku,variation missing SKU (parent 6809),purpl,
high,variation,6811,sku,variation missing SKU (parent 6809),purpl,
high,variation,6812,sku,variation missing SKU (parent 6809),purpl,
high,variation,6813,sku,variation missing SKU (parent 6809),purpl,
high,variation,6814,sku,variation missing SKU (parent 6809),purpl,
high,variation,6815,sku,variation missing SKU (parent 6809),purpl,
high,variation,6852,sku,variation missing SKU (parent 6851),purpl,
high,variation,6853,sku,variation missing SKU (parent 6851),purpl,
high,variation,6854,sku,variation missing SKU (parent 6851),purpl,
high,variation,6856,sku,variation missing SKU (parent 6855),purpl,
high,variation,6857,sku,variation missing SKU (parent 6855),purpl,
high,variation,6858,sku,variation missing SKU (parent 6855),purpl,
medium,page,1687,slug,looks like a duplicate page ('1687-2'),client,confirm canonical
medium,page,221,slug,looks like a duplicate page ('blog-2'),client,confirm canonical
medium,page,4625,slug,looks like a duplicate page ('wishlist-2'),client,confirm canonical
medium,page,47,slug,looks like a duplicate page ('cart-2'),client,confirm canonical
medium,page,48,slug,looks like a duplicate page ('checkout-2'),client,confirm canonical
medium,page,49,slug,looks like a duplicate page ('my-account-2'),client,confirm canonical
medium,product,1578,description,empty description,purpl,
medium,product,1581,description,empty description,purpl,
medium,product,1582,description,empty description,purpl,
medium,product,1584,description,empty description,purpl,
medium,product,1586,description,empty description,purpl,
medium,product,1588,description,empty description,purpl,
medium,product,1589,description,empty description,purpl,
medium,product,1591,description,empty description,purpl,
medium,product,1592,description,empty description,purpl,
medium,product,1594,description,empty description,purpl,
medium,product,1601,description,empty description,purpl,
medium,product,1602,description,empty description,purpl,
medium,product,1603,description,empty description,purpl,
medium,product,1605,description,empty description,purpl,
medium,product,1606,description,empty description,purpl,
medium,product,1607,description,empty description,purpl,
medium,product,1609,description,empty description,purpl,
medium,product,1611,description,empty description,purpl,
medium,product,1614,description,empty description,purpl,
medium,product,1615,description,empty description,purpl,
medium,product,1617,description,empty description,purpl,
medium,product,1623,description,empty description,purpl,
medium,product,1625,description,empty description,purpl,
medium,product,1626,description,empty description,purpl,
medium,product,1627,description,empty description,purpl,
medium,product,1628,description,empty description,purpl,
medium,product,1630,description,empty description,purpl,
medium,product,1631,description,empty description,purpl,
medium,product,1633,description,empty description,purpl,
medium,product,1634,description,empty description,purpl,
medium,product,1635,description,empty description,purpl,
medium,product,1636,description,empty description,purpl,
medium,product,1641,description,empty description,purpl,
medium,product,1643,description,empty description,purpl,
medium,product,1645,description,empty description,purpl,
medium,product,1647,description,empty description,purpl,
medium,product,1648,description,empty description,purpl,
medium,product,1649,description,empty description,purpl,
medium,product,1650,description,empty description,purpl,
medium,product,1652,description,empty description,purpl,
medium,product,1654,description,empty description,purpl,
medium,product,1655,description,empty description,purpl,
medium,product,3154,description,empty description,purpl,
medium,product,3173,description,empty description,purpl,
medium,product,3667,description,empty description,purpl,
medium,product,3956,description,empty description,purpl,
medium,product,4031,description,empty description,purpl,
medium,product,4385,description,empty description,purpl,
medium,product,4456,description,empty description,purpl,
medium,product,4505,description,empty description,purpl,
medium,product,4849,description,empty description,purpl,
medium,product,4910,description,empty description,purpl,
medium,product,4927,description,empty description,purpl,
medium,product,4934,description,empty description,purpl,
medium,product,5037,description,empty description,purpl,
medium,product,5434,description,empty description,purpl,
medium,product,5640,description,empty description,purpl,
medium,product,5666,description,empty description,purpl,
medium,product,6242,description,empty description,purpl,
medium,product,6253,description,empty description,purpl,
medium,product,6479,description,empty description,purpl,
medium,product,6496,description,empty description,purpl,
medium,product,6512,description,empty description,purpl,
medium,product,6527,description,empty description,purpl,
medium,product,6542,description,empty description,purpl,
medium,product,6548,description,empty description,purpl,
medium,product,6554,description,empty description,purpl,
medium,product,6562,description,empty description,purpl,
medium,product,6575,description,empty description,purpl,
medium,product,6577,description,empty description,purpl,
medium,product,6579,description,empty description,purpl,
medium,product,6586,description,empty description,purpl,
medium,product,6593,description,empty description,purpl,
medium,product,6601,description,empty description,purpl,
medium,product,6609,description,empty description,purpl,
medium,product,6636,description,empty description,purpl,
medium,product,6642,description,empty description,purpl,
medium,product,6648,description,empty description,purpl,
medium,product,6653,description,empty description,purpl,
medium,product,6692,description,empty description,purpl,
medium,product,6695,description,empty description,purpl,
medium,product,6697,description,empty description,purpl,
medium,product,6699,description,empty description,purpl,
medium,product,6701,description,empty description,purpl,
medium,product,6706,description,empty description,purpl,
medium,product,6710,description,empty description,purpl,
medium,product,6716,description,empty description,purpl,
medium,product,6758,description,empty description,purpl,
medium,product,6768,description,empty description,purpl,
medium,product,6773,description,empty description,purpl,
medium,product,6777,description,empty description,purpl,
medium,product,6779,description,empty description,purpl,
medium,product,6781,description,empty description,purpl,
medium,product,6783,description,empty description,purpl,
medium,product,6787,description,empty description,purpl,
medium,product,6789,description,empty description,purpl,
medium,product,6801,description,empty description,purpl,
medium,product,6809,description,empty description,purpl,
medium,variation,5999,stock_quantity,negative stock -1,purpl,
medium,variation,6141,stock_quantity,negative stock -1,purpl,
medium,variation,6485,stock_quantity,negative stock -1,purpl,
medium,variation,6488,stock_quantity,negative stock -1,purpl,
low,product,1578,image:2776,missing alt text,purpl,
low,product,1578,image:2690,missing alt text,purpl,
low,product,1578,image:2692,missing alt text,purpl,
low,product,1578,image:2693,missing alt text,purpl,
low,product,1578,image:2691,missing alt text,purpl,
low,product,1578,image:2694,missing alt text,purpl,
low,product,1581,image:2366,missing alt text,purpl,
low,product,1581,image:2365,missing alt text,purpl,
low,product,1581,image:2367,missing alt text,purpl,
low,product,1581,image:2368,missing alt text,purpl,
low,product,1582,image:2357,missing alt text,purpl,
low,product,1582,image:2356,missing alt text,purpl,
low,product,1582,image:2359,missing alt text,purpl,
low,product,1582,image:2358,missing alt text,purpl,
low,product,1582,image:2361,missing alt text,purpl,
low,product,1582,image:2360,missing alt text,purpl,
low,product,1584,image:3134,missing alt text,purpl,
low,product,1584,image:3135,missing alt text,purpl,
low,product,1584,image:3137,missing alt text,purpl,
low,product,1586,image:3340,missing alt text,purpl,
low,product,1586,image:3505,missing alt text,purpl,
low,product,1586,image:3506,missing alt text,purpl,
low,product,1586,image:3507,missing alt text,purpl,
low,product,1586,image:3508,missing alt text,purpl,
low,product,1586,image:3509,missing alt text,purpl,
low,product,1586,image:3510,missing alt text,purpl,
low,product,1588,image:3314,missing alt text,purpl,
low,product,1588,image:3498,missing alt text,purpl,
low,product,1588,image:3500,missing alt text,purpl,
low,product,1588,image:3501,missing alt text,purpl,
low,product,1588,image:3502,missing alt text,purpl,
low,product,1588,image:3503,missing alt text,purpl,
low,product,1589,image:2821,missing alt text,purpl,
low,product,1589,image:2818,missing alt text,purpl,
low,product,1589,image:2819,missing alt text,purpl,
low,product,1589,image:2820,missing alt text,purpl,
low,product,1589,image:2821,missing alt text,purpl,
low,product,1591,image:3315,missing alt text,purpl,
low,product,1591,image:3516,missing alt text,purpl,
low,product,1591,image:3517,missing alt text,purpl,
low,product,1591,image:3518,missing alt text,purpl,
low,product,1591,image:3519,missing alt text,purpl,
low,product,1591,image:3520,missing alt text,purpl,
low,product,1591,image:3521,missing alt text,purpl,
low,product,1591,image:3522,missing alt text,purpl,
low,product,1591,image:3523,missing alt text,purpl,
low,product,1591,image:3524,missing alt text,purpl,
low,product,1591,image:3525,missing alt text,purpl,
low,product,1592,image:3338,missing alt text,purpl,
low,product,1592,image:3512,missing alt text,purpl,
low,product,1592,image:3513,missing alt text,purpl,
low,product,1592,image:3514,missing alt text,purpl,
low,product,1592,image:3515,missing alt text,purpl,
low,product,1594,image:3150,missing alt text,purpl,
low,product,1594,image:3149,missing alt text,purpl,
low,product,1594,image:3150,missing alt text,purpl,
low,product,1594,image:3151,missing alt text,purpl,
low,product,1594,image:3152,missing alt text,purpl,
low,product,1601,image:2283,missing alt text,purpl,
low,product,1601,image:2284,missing alt text,purpl,
low,product,1602,image:2279,missing alt text,purpl,
low,product,1602,image:2280,missing alt text,purpl,
low,product,1603,image:2276,missing alt text,purpl,
low,product,1605,image:2268,missing alt text,purpl,
low,product,1605,image:2267,missing alt text,purpl,
low,product,1605,image:2270,missing alt text,purpl,
low,product,1605,image:2269,missing alt text,purpl,
low,product,1605,image:2271,missing alt text,purpl,
low,product,1605,image:2272,missing alt text,purpl,
low,product,1605,image:2273,missing alt text,purpl,
low,product,1605,image:2274,missing alt text,purpl,
low,product,1606,image:2258,missing alt text,purpl,
low,product,1606,image:2257,missing alt text,purpl,
low,product,1606,image:2260,missing alt text,purpl,
low,product,1606,image:2259,missing alt text,purpl,
low,product,1607,image:2922,missing alt text,purpl,
low,product,1609,image:3328,missing alt text,purpl,
low,product,1609,image:2233,missing alt text,purpl,
low,product,1609,image:2236,missing alt text,purpl,
low,product,1609,image:2235,missing alt text,purpl,
low,product,1611,image:2814,missing alt text,purpl,
low,product,1611,image:2814,missing alt text,purpl,
low,product,1611,image:2815,missing alt text,purpl,
low,product,1611,image:2813,missing alt text,purpl,
low,product,1613,image:3337,missing alt text,purpl,
low,product,1615,weight,no weight (shipping rates by weight will not work),purpl,
low,product,1615,image:3336,missing alt text,purpl,
low,product,1615,image:3526,missing alt text,purpl,
low,product,1615,image:3527,missing alt text,purpl,
low,product,1615,image:3528,missing alt text,purpl,
low,product,1615,image:3529,missing alt text,purpl,
low,product,1617,image:3335,missing alt text,purpl,
low,product,1617,image:3490,missing alt text,purpl,
low,product,1617,image:3491,missing alt text,purpl,
low,product,1617,image:3492,missing alt text,purpl,
low,product,1617,image:3493,missing alt text,purpl,
low,product,1617,image:3494,missing alt text,purpl,
low,product,1617,image:3495,missing alt text,purpl,
low,product,1623,image:3325,missing alt text,purpl,
low,product,1623,image:3465,missing alt text,purpl,
low,product,1623,image:3466,missing alt text,purpl,
low,product,1623,image:3467,missing alt text,purpl,
low,product,1625,image:4302,missing alt text,purpl,
low,product,1625,image:3469,missing alt text,purpl,
low,product,1625,image:3470,missing alt text,purpl,
low,product,1625,image:3471,missing alt text,purpl,
low,product,1625,image:3472,missing alt text,purpl,
low,product,1625,image:3473,missing alt text,purpl,
low,product,1625,image:3474,missing alt text,purpl,
low,product,1625,image:3475,missing alt text,purpl,
low,product,1625,image:3476,missing alt text,purpl,
low,product,1625,image:3477,missing alt text,purpl,
low,product,1625,image:3478,missing alt text,purpl,
low,product,1625,image:3479,missing alt text,purpl,
low,product,1626,image:3318,missing alt text,purpl,
low,product,1626,image:3480,missing alt text,purpl,
low,product,1626,image:3481,missing alt text,purpl,
low,product,1626,image:3482,missing alt text,purpl,
low,product,1626,image:3483,missing alt text,purpl,
low,product,1626,image:3484,missing alt text,purpl,
low,product,1626,image:3485,missing alt text,purpl,
low,product,1626,image:3486,missing alt text,purpl,
low,product,1626,image:3487,missing alt text,purpl,
low,product,1626,image:3488,missing alt text,purpl,
low,product,1627,image:3324,missing alt text,purpl,
low,product,1627,image:3459,missing alt text,purpl,
low,product,1627,image:3460,missing alt text,purpl,
low,product,1627,image:3461,missing alt text,purpl,
low,product,1627,image:3462,missing alt text,purpl,
low,product,1627,image:3463,missing alt text,purpl,
low,product,1627,image:3464,missing alt text,purpl,
low,product,1628,image:3455,missing alt text,purpl,
low,product,1628,image:3454,missing alt text,purpl,
low,product,1628,image:3455,missing alt text,purpl,
low,product,1628,image:3456,missing alt text,purpl,
low,product,1628,image:3457,missing alt text,purpl,
low,product,1630,image:3331,missing alt text,purpl,
low,product,1630,image:3448,missing alt text,purpl,
low,product,1630,image:3449,missing alt text,purpl,
low,product,1630,image:3450,missing alt text,purpl,
low,product,1630,image:3451,missing alt text,purpl,
low,product,1630,image:3452,missing alt text,purpl,
low,product,1630,image:3453,missing alt text,purpl,
low,product,1631,image:3333,missing alt text,purpl,
low,product,1631,image:3440,missing alt text,purpl,
low,product,1631,image:3441,missing alt text,purpl,
low,product,1631,image:3442,missing alt text,purpl,
low,product,1631,image:3443,missing alt text,purpl,
low,product,1631,image:3444,missing alt text,purpl,
low,product,1631,image:3445,missing alt text,purpl,
low,product,1631,image:3446,missing alt text,purpl,
low,product,1631,image:3447,missing alt text,purpl,
low,product,1633,image:2100,missing alt text,purpl,
low,product,1633,image:2103,missing alt text,purpl,
low,product,1633,image:2101,missing alt text,purpl,
low,product,1633,image:2104,missing alt text,purpl,
low,product,1633,image:2102,missing alt text,purpl,
low,product,1633,image:2105,missing alt text,purpl,
low,product,1634,image:2095,missing alt text,purpl,
low,product,1634,image:2096,missing alt text,purpl,
low,product,1635,weight,no weight (shipping rates by weight will not work),purpl,
low,product,1635,image:2091,missing alt text,purpl,
low,product,1636,weight,no weight (shipping rates by weight will not work),purpl,
low,product,1636,image:2090,missing alt text,purpl,
low,product,1637,image:3322,missing alt text,purpl,
low,product,1637,image:3434,missing alt text,purpl,
low,product,1637,image:3435,missing alt text,purpl,
low,product,1637,image:3436,missing alt text,purpl,
low,product,1637,image:3437,missing alt text,purpl,
low,product,1637,image:3438,missing alt text,purpl,
low,product,1637,image:3439,missing alt text,purpl,
low,product,1641,image:2821,missing alt text,purpl,
low,product,1641,image:2821,missing alt text,purpl,
low,product,1641,image:2820,missing alt text,purpl,
low,product,1641,image:2819,missing alt text,purpl,
low,product,1641,image:2818,missing alt text,purpl,
low,product,1643,image:3330,missing alt text,purpl,
low,product,1643,image:3425,missing alt text,purpl,
low,product,1643,image:3426,missing alt text,purpl,
low,product,1643,image:3427,missing alt text,purpl,
low,product,1643,image:3428,missing alt text,purpl,
low,product,1643,image:3429,missing alt text,purpl,
low,product,1643,image:3430,missing alt text,purpl,
low,product,1643,image:3431,missing alt text,purpl,
low,product,1643,image:3432,missing alt text,purpl,
low,product,1645,image:3311,missing alt text,purpl,
low,product,1645,image:3422,missing alt text,purpl,
low,product,1647,image:3309,missing alt text,purpl,
low,product,1647,image:3421,missing alt text,purpl,
low,product,1648,image:2039,missing alt text,purpl,
low,product,1648,image:2044,missing alt text,purpl,
low,product,1648,image:2040,missing alt text,purpl,
low,product,1648,image:2045,missing alt text,purpl,
low,product,1648,image:2041,missing alt text,purpl,
low,product,1648,image:2047,missing alt text,purpl,
low,product,1648,image:2042,missing alt text,purpl,
low,product,1648,image:2046,missing alt text,purpl,
low,product,1648,image:2043,missing alt text,purpl,
low,product,1648,image:2048,missing alt text,purpl,
low,product,1649,image:2024,missing alt text,purpl,
low,product,1649,image:2025,missing alt text,purpl,
low,product,1649,image:2022,missing alt text,purpl,
low,product,1649,image:2026,missing alt text,purpl,
low,product,1649,image:2023,missing alt text,purpl,
low,product,1649,image:2029,missing alt text,purpl,
low,product,1649,image:2020,missing alt text,purpl,
low,product,1649,image:2028,missing alt text,purpl,
low,product,1649,image:2021,missing alt text,purpl,
low,product,1649,image:2027,missing alt text,purpl,
low,product,1649,image:2019,missing alt text,purpl,
low,product,1649,image:2030,missing alt text,purpl,
low,product,1650,image:2008,missing alt text,purpl,
low,product,1650,image:2010,missing alt text,purpl,
low,product,1650,image:2009,missing alt text,purpl,
low,product,1650,image:2011,missing alt text,purpl,
low,product,1652,image:2000,missing alt text,purpl,
low,product,1652,image:2001,missing alt text,purpl,
low,product,1652,image:2002,missing alt text,purpl,
low,product,1652,image:2003,missing alt text,purpl,
low,product,1654,image:1997,missing alt text,purpl,
low,product,1654,image:1995,missing alt text,purpl,
low,product,1654,image:1994,missing alt text,purpl,
low,product,1654,image:1996,missing alt text,purpl,
low,product,1655,image:1966,missing alt text,purpl,
low,product,1655,image:1966,missing alt text,purpl,
low,product,1655,image:1972,missing alt text,purpl,
low,product,1655,image:1969,missing alt text,purpl,
low,product,1655,image:1973,missing alt text,purpl,
low,product,1655,image:1971,missing alt text,purpl,
low,product,1655,image:1974,missing alt text,purpl,
low,product,1656,image:2844,missing alt text,purpl,
low,product,1656,image:3407,missing alt text,purpl,
low,product,1656,image:3408,missing alt text,purpl,
low,product,1656,image:3409,missing alt text,purpl,
low,product,1656,image:3410,missing alt text,purpl,
low,product,1656,image:3411,missing alt text,purpl,
low,product,1656,image:3412,missing alt text,purpl,
low,product,1656,image:3413,missing alt text,purpl,
low,product,1656,image:3414,missing alt text,purpl,
low,product,1656,image:3415,missing alt text,purpl,
low,product,1656,image:3416,missing alt text,purpl,
low,product,1656,image:3417,missing alt text,purpl,
low,product,1656,image:3418,missing alt text,purpl,
low,product,1656,image:3419,missing alt text,purpl,
low,product,1656,image:3420,missing alt text,purpl,
low,product,3154,image:3307,missing alt text,purpl,
low,product,3154,image:3405,missing alt text,purpl,
low,product,3154,image:3157,missing alt text,purpl,
low,product,3154,image:3156,missing alt text,purpl,
low,product,3173,image:3302,missing alt text,purpl,
low,product,3173,image:3403,missing alt text,purpl,
low,product,3571,image:3596,missing alt text,purpl,
low,product,3586,image:3584,missing alt text,purpl,
low,product,3586,image:3567,missing alt text,purpl,
low,product,3586,image:3596,missing alt text,purpl,
low,product,3593,image:3567,missing alt text,purpl,
low,product,3605,image:3606,missing alt text,purpl,
low,product,3605,image:3606,missing alt text,purpl,
low,product,3615,image:3624,missing alt text,purpl,
low,product,3615,image:3624,missing alt text,purpl,
low,product,3625,image:3635,missing alt text,purpl,
low,product,3625,image:3635,missing alt text,purpl,
low,product,3637,image:3634,missing alt text,purpl,
low,product,3637,image:3634,missing alt text,purpl,
low,product,3646,image:3655,missing alt text,purpl,
low,product,3646,image:3655,missing alt text,purpl,
low,product,3667,image:3945,missing alt text,purpl,
low,product,3667,image:3946,missing alt text,purpl,
low,product,3717,image:4308,missing alt text,purpl,
low,product,3747,image:3748,missing alt text,purpl,
low,product,3747,image:3748,missing alt text,purpl,
low,product,3760,image:3750,missing alt text,purpl,
low,product,3760,image:3750,missing alt text,purpl,
low,product,3768,image:3751,missing alt text,purpl,
low,product,3768,image:3751,missing alt text,purpl,
low,product,3777,image:3735,missing alt text,purpl,
low,product,3777,image:3735,missing alt text,purpl,
low,product,3787,image:3796,missing alt text,purpl,
low,product,3787,image:3797,missing alt text,purpl,
low,product,3798,image:3807,missing alt text,purpl,
low,product,3798,image:3807,missing alt text,purpl,
low,product,3809,image:3818,missing alt text,purpl,
low,product,3809,image:3818,missing alt text,purpl,
low,product,3819,image:3829,missing alt text,purpl,
low,product,3819,image:3828,missing alt text,purpl,
low,product,3819,image:3829,missing alt text,purpl,
low,product,3835,image:4304,missing alt text,purpl,
low,product,3835,image:3841,missing alt text,purpl,
low,product,3842,image:4307,missing alt text,purpl,
low,product,3842,image:3848,missing alt text,purpl,
low,product,3849,image:4306,missing alt text,purpl,
low,product,3849,image:3856,missing alt text,purpl,
low,product,3858,image:4305,missing alt text,purpl,
low,product,3858,image:3861,missing alt text,purpl,
low,product,3867,image:4310,missing alt text,purpl,
low,product,3867,image:3872,missing alt text,purpl,
low,product,3867,image:3871,missing alt text,purpl,
low,product,3874,image:3878,missing alt text,purpl,
low,product,3881,image:3885,missing alt text,purpl,
low,product,3881,image:3885,missing alt text,purpl,
low,product,3891,image:3896,missing alt text,purpl,
low,product,3891,image:3896,missing alt text,purpl,
low,product,3897,image:3901,missing alt text,purpl,
low,product,3897,image:3901,missing alt text,purpl,
low,product,3906,image:3904,missing alt text,purpl,
low,product,3906,image:3904,missing alt text,purpl,
low,product,3910,image:3917,missing alt text,purpl,
low,product,3910,image:3914,missing alt text,purpl,
low,product,3920,image:3919,missing alt text,purpl,
low,product,3920,image:3919,missing alt text,purpl,
low,product,3924,image:4228,missing alt text,purpl,
low,product,3924,image:3927,missing alt text,purpl,
low,product,3924,image:3929,missing alt text,purpl,
low,product,3930,image:4230,missing alt text,purpl,
low,product,3930,image:3933,missing alt text,purpl,
low,product,3930,image:3934,missing alt text,purpl,
low,product,3938,image:4229,missing alt text,purpl,
low,product,3938,image:3935,missing alt text,purpl,
low,product,3938,image:3936,missing alt text,purpl,
low,product,3956,image:3963,missing alt text,purpl,
low,product,3956,image:3963,missing alt text,purpl,
low,product,3956,image:3964,missing alt text,purpl,
low,product,3965,image:4311,missing alt text,purpl,
low,product,3965,image:3971,missing alt text,purpl,
low,product,3965,image:3972,missing alt text,purpl,
low,product,3973,image:4311,missing alt text,purpl,
low,product,3973,image:3972,missing alt text,purpl,
low,product,3984,image:3985,missing alt text,purpl,
low,product,3984,image:3985,missing alt text,purpl,
low,product,3990,image:3995,missing alt text,purpl,
low,product,3990,image:3995,missing alt text,purpl,
low,product,3998,image:4002,missing alt text,purpl,
low,product,3998,image:4002,missing alt text,purpl,
low,product,4005,image:4309,missing alt text,purpl,
low,product,4005,image:4010,missing alt text,purpl,
low,product,4012,image:4016,missing alt text,purpl,
low,product,4012,image:4016,missing alt text,purpl,
low,product,4019,image:4018,missing alt text,purpl,
low,product,4019,image:4018,missing alt text,purpl,
low,product,4021,image:4017,missing alt text,purpl,
low,product,4021,image:4017,missing alt text,purpl,
low,product,4023,weight,no weight (shipping rates by weight will not work),purpl,
low,product,4023,image:4024,missing alt text,purpl,
low,product,4023,image:4025,missing alt text,purpl,
low,product,4023,image:4026,missing alt text,purpl,
low,product,4023,image:4027,missing alt text,purpl,
low,product,4031,image:2600,missing alt text,purpl,
low,product,4031,image:3405,missing alt text,purpl,
low,product,4107,weight,no weight (shipping rates by weight will not work),purpl,
low,product,4107,image:4111,missing alt text,purpl,
low,product,4107,image:4109,missing alt text,purpl,
low,product,4849,image:4878,missing alt text,purpl,
low,product,4849,image:4877,missing alt text,purpl,
low,product,4934,image:4966,missing alt text,purpl,
low,product,4934,image:4966,missing alt text,purpl,
low,product,4934,image:4967,missing alt text,purpl,
low,product,4934,image:4969,missing alt text,purpl,
low,product,4934,image:4968,missing alt text,purpl,
low,product,4972,image:4956,missing alt text,purpl,
low,product,4972,image:4970,missing alt text,purpl,
low,product,4972,image:4958,missing alt text,purpl,
low,product,4972,image:4963,missing alt text,purpl,
low,product,5434,image:5578,missing alt text,purpl,
low,product,5434,image:5578,missing alt text,purpl,
low,product,5434,image:5577,missing alt text,purpl,
low,variation,1930,weight,no weight,purpl,
low,variation,1933,weight,no weight,purpl,
low,variation,1941,weight,no weight,purpl,
low,variation,1945,weight,no weight,purpl,
low,variation,1961,weight,no weight,purpl,
low,variation,1965,weight,no weight,purpl,
low,variation,1967,weight,no weight,purpl,
low,variation,1970,weight,no weight,purpl,
low,variation,1986,weight,no weight,purpl,
low,variation,1988,weight,no weight,purpl,
low,variation,1998,weight,no weight,purpl,
low,variation,1999,weight,no weight,purpl,
low,variation,2006,weight,no weight,purpl,
low,variation,2007,weight,no weight,purpl,
low,variation,2013,weight,no weight,purpl,
low,variation,2014,weight,no weight,purpl,
low,variation,2015,weight,no weight,purpl,
low,variation,2016,weight,no weight,purpl,
low,variation,2017,weight,no weight,purpl,
low,variation,2018,weight,no weight,purpl,
low,variation,2031,weight,no weight,purpl,
low,variation,2032,weight,no weight,purpl,
low,variation,2033,weight,no weight,purpl,
low,variation,2034,weight,no weight,purpl,
low,variation,2035,weight,no weight,purpl,
low,variation,2036,weight,no weight,purpl,
low,variation,2037,weight,no weight,purpl,
low,variation,2038,weight,no weight,purpl,
low,variation,2052,weight,no weight,purpl,
low,variation,2053,weight,no weight,purpl,
low,variation,2057,weight,no weight,purpl,
low,variation,2058,weight,no weight,purpl,
low,variation,2059,weight,no weight,purpl,
low,variation,2066,weight,no weight,purpl,
low,variation,2067,weight,no weight,purpl,
low,variation,2074,weight,no weight,purpl,
low,variation,2075,weight,no weight,purpl,
low,variation,2083,weight,no weight,purpl,
low,variation,2093,weight,no weight,purpl,
low,variation,2094,weight,no weight,purpl,
low,variation,2097,weight,no weight,purpl,
low,variation,2098,weight,no weight,purpl,
low,variation,2099,weight,no weight,purpl,
low,variation,2106,weight,no weight,purpl,
low,variation,2107,weight,no weight,purpl,
low,variation,2108,weight,no weight,purpl,
low,variation,2109,weight,no weight,purpl,
low,variation,2118,weight,no weight,purpl,
low,variation,2119,weight,no weight,purpl,
low,variation,2124,weight,no weight,purpl,
low,variation,2125,weight,no weight,purpl,
low,variation,2130,weight,no weight,purpl,
low,variation,2131,weight,no weight,purpl,
low,variation,2141,weight,no weight,purpl,
low,variation,2142,weight,no weight,purpl,
low,variation,2143,weight,no weight,purpl,
low,variation,2144,weight,no weight,purpl,
low,variation,2145,weight,no weight,purpl,
low,variation,2158,weight,no weight,purpl,
low,variation,2159,weight,no weight,purpl,
low,variation,2160,weight,no weight,purpl,
low,variation,2161,weight,no weight,purpl,
low,variation,2162,weight,no weight,purpl,
low,variation,2173,weight,no weight,purpl,
low,variation,2174,weight,no weight,purpl,
low,variation,2175,weight,no weight,purpl,
low,variation,2181,weight,no weight,purpl,
low,variation,2188,weight,no weight,purpl,
low,variation,2207,weight,no weight,purpl,
low,variation,2208,weight,no weight,purpl,
low,variation,2224,weight,no weight,purpl,
low,variation,2225,weight,no weight,purpl,
low,variation,2238,weight,no weight,purpl,
low,variation,2239,weight,no weight,purpl,
low,variation,2240,weight,no weight,purpl,
low,variation,2255,weight,no weight,purpl,
low,variation,2256,weight,no weight,purpl,
low,variation,2265,weight,no weight,purpl,
low,variation,2266,weight,no weight,purpl,
low,variation,2278,weight,no weight,purpl,
low,variation,2282,weight,no weight,purpl,
low,variation,2287,weight,no weight,purpl,
low,variation,2288,weight,no weight,purpl,
low,variation,2297,weight,no weight,purpl,
low,variation,2298,weight,no weight,purpl,
low,variation,2303,weight,no weight,purpl,
low,variation,2304,weight,no weight,purpl,
low,variation,2315,weight,no weight,purpl,
low,variation,2316,weight,no weight,purpl,
low,variation,2321,weight,no weight,purpl,
low,variation,2322,weight,no weight,purpl,
low,variation,2329,weight,no weight,purpl,
low,variation,2330,weight,no weight,purpl,
low,variation,2340,weight,no weight,purpl,
low,variation,2342,weight,no weight,purpl,
low,variation,2343,weight,no weight,purpl,
low,variation,2353,weight,no weight,purpl,
low,variation,2354,weight,no weight,purpl,
low,variation,2355,weight,no weight,purpl,
low,variation,2363,weight,no weight,purpl,
low,variation,2364,weight,no weight,purpl,
low,variation,2370,weight,no weight,purpl,
low,variation,2372,weight,no weight,purpl,
low,variation,2658,weight,no weight,purpl,
low,variation,2660,weight,no weight,purpl,
low,variation,2661,weight,no weight,purpl,
low,variation,2662,weight,no weight,purpl,
low,variation,2663,weight,no weight,purpl,
low,variation,2664,weight,no weight,purpl,
low,variation,2665,weight,no weight,purpl,
low,variation,2666,weight,no weight,purpl,
low,variation,2667,weight,no weight,purpl,
low,variation,2668,weight,no weight,purpl,
low,variation,2669,weight,no weight,purpl,
low,variation,2671,weight,no weight,purpl,
low,variation,2672,weight,no weight,purpl,
low,variation,2673,weight,no weight,purpl,
low,variation,2674,weight,no weight,purpl,
low,variation,2675,weight,no weight,purpl,
low,variation,2676,weight,no weight,purpl,
low,variation,2677,weight,no weight,purpl,
low,variation,2678,weight,no weight,purpl,
low,variation,2679,weight,no weight,purpl,
low,variation,2681,weight,no weight,purpl,
low,variation,2683,weight,no weight,purpl,
low,variation,2684,weight,no weight,purpl,
low,variation,2685,weight,no weight,purpl,
low,variation,2686,weight,no weight,purpl,
low,variation,2687,weight,no weight,purpl,
low,variation,2689,weight,no weight,purpl,
low,variation,2785,weight,no weight,purpl,
low,variation,3167,weight,no weight,purpl,
low,variation,3176,weight,no weight,purpl,
low,variation,3177,weight,no weight,purpl,
low,variation,3178,weight,no weight,purpl,
low,variation,3542,weight,no weight,purpl,
low,variation,3543,weight,no weight,purpl,
low,variation,3544,weight,no weight,purpl,
low,variation,3545,weight,no weight,purpl,
low,variation,3546,weight,no weight,purpl,
low,variation,3547,weight,no weight,purpl,
