severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
high,variant_missing_option_value,variant,2785,PROS-PROT03PIM-2785,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,4032,PROS-4031-4032,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,4865,PROT00SSW-Navy-1,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,4867,PROS-PROT00SSW1-4867,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,4868,PROS-PROT00SSW1-4868,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,4870,PROS-PROT00SSW1-4870,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_option_value,variant,6429,PROT00SSW,transform,client,needs-decision,"WooCommerce 'Any' variation: no value for option(s) Colour, Size. Shopify has no equivalent, so the variant is held; expand it into explicit variants at source or approve an expansion rule"
high,variant_missing_price,variant,6774,PS-6773-6774,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6775,PS-6773-6775,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6776,PS-6773-6776,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6778,PS-6777-6778,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6793,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6794,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6795,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6796,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6797,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6798,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
high,variant_missing_price,variant,6799,PV-BRIONE-FZT-NAVY,transform,client,needs-decision,"no regular, sale or parent price; variant held out of the load"
medium,advanced_coupon_rules,discount,5770,season2026,transform,client,needs-decision,coupon carries Advanced Coupons / Flexible Coupons rules that Shopify discountCodeBasic cannot express
medium,advanced_coupon_rules,discount,5780,aleksandra_kafarska_$12,transform,client,needs-decision,coupon carries Advanced Coupons / Flexible Coupons rules that Shopify discountCodeBasic cannot express
medium,advanced_coupon_rules,discount,6131,china2026,transform,client,needs-decision,coupon carries Advanced Coupons / Flexible Coupons rules that Shopify discountCodeBasic cannot express
medium,advanced_coupon_rules,discount,6272,xiamenuniform2026,transform,client,needs-decision,coupon carries Advanced Coupons / Flexible Coupons rules that Shopify discountCodeBasic cannot express
medium,duplicate_handle,page,2535,collections,transform,purpl,resolved,handle 'collections' already used by source id 1285; suffixed with the source id
medium,duplicate_handle,page,3276,about,transform,purpl,resolved,handle 'about' already used by source id 195; suffixed with the source id
medium,negative_inventory,variant,5999,PV-JERSEY-2627-WHT-XXL-MEN,transform,client,needs-decision,source stock quantity is -1; staged as 0
medium,negative_inventory,variant,6141,PROT00SLM,transform,client,needs-decision,source stock quantity is -1; staged as 0
medium,negative_inventory,variant,6485,PS-6479-6485,transform,client,needs-decision,source stock quantity is -1; staged as 0
medium,negative_inventory,variant,6488,PS-6479-6488,transform,client,needs-decision,source stock quantity is -1; staged as 0
medium,page_is_storefront_route,page,40,cart,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,41,checkout,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,42,my-account,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,4253,wishlist,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,4625,wishlist-2,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,47,cart-2,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,48,checkout-2,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,page_is_storefront_route,page,49,my-account-2,transform,purpl,needs-decision,"WooCommerce functional page; the Next.js storefront owns this route, so it is not loaded as a Shopify page"
medium,product_type_fallback,product,1635,sette-man,transform,client,needs-decision,no mapped product-type category; assigned 'accessories' by fallback
medium,product_type_fallback,product,1636,sette-woman,transform,client,needs-decision,no mapped product-type category; assigned 'accessories' by fallback
medium,product_type_name_inferred,product,3154,modena-volley-jersey,transform,client,needs-decision,no mapped product-type category; assigned 'jerseys' by name-inferred
medium,product_type_name_inferred,product,4031,italian-volleyball-jersey,transform,client,needs-decision,no mapped product-type category; assigned 'jerseys' by name-inferred
medium,product_without_image,product,6479,carrum-mens-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6496,carrum-mens-shorts-black-and-yellow,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6512,carrum-womens-jersey-black-and-yellow,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6527,carrum-womens-shorts-black-and-yellow,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6542,inner-west-volley-mens-polo-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6548,inner-west-volley-female-polo-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6554,royal-male-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6562,royal-male-t-shirt-2,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6575,provolley-unisex-hats,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6577,inner-west-volley-unisex-hats,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6579,inner-west-volley-womens-old-style,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6586,provolley-womens-old-style-short,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6593,royal-unisex-jacket,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6601,royal-unisex-pants-black,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6609,modena-unisex-jacket,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6636,provolley-kids-training-shorts,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6642,provolley-men-old-style-shorts,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6648,provolley-kids-training-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6653,provolley-kids-t-shirt-with-number,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6692,val-jacket,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6695,val-polo-mens,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6697,looney-tunes-kids-short,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6699,italia-looney-tunes-kid-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6701,val-male-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6706,mizuno-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6710,petrol-short-light-female,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6716,spikers-turf-t-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6718,provolley-jersey,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6748,modena-jersey,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6758,provolley-womens-jersey,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6763,inner-west-jersey,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6768,sette-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6773,mv-jackets,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6777,ebayte-unisex,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6779,tennessee-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6781,macron-shirt-kids,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6783,pallavalo-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6785,mcos-nsw-short,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6787,isol-casa-black,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6789,kdu-shirt,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6801,innerwest-volley-brione-jacket,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6809,innerwest-volley-brione-pants-trousers,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6851,prosporter-ball-cart-trolley,transform,client,needs-decision,published product has no image; storefront will show a placeholder
medium,product_without_image,product,6855,prosporter-ball-cart-trolley-replacement-bag-inner-fabric,transform,client,needs-decision,published product has no image; storefront will show a placeholder
low,attribute_demoted_to_tag,product,6575,provolley-unisex-hats,transform,purpl,resolved,"attribute 'Hats' is a label, not a variant axis; kept as a legacy tag only"
low,attribute_demoted_to_tag,product,6577,inner-west-volley-unisex-hats,transform,purpl,resolved,"attribute 'Hats' is a label, not a variant axis; kept as a legacy tag only"
low,customer_without_address,customer,10,customer:10,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,107,customer:107,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,109,customer:109,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,11,customer:11,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,110,customer:110,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,111,customer:111,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,112,customer:112,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,113,customer:113,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,114,customer:114,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,115,customer:115,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,116,customer:116,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,117,customer:117,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,118,customer:118,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,119,customer:119,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,12,customer:12,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,120,customer:120,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,121,customer:121,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,122,customer:122,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,123,customer:123,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,124,customer:124,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,125,customer:125,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,126,customer:126,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,127,customer:127,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,128,customer:128,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,129,customer:129,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,13,customer:13,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,130,customer:130,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,131,customer:131,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,132,customer:132,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,133,customer:133,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,134,customer:134,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,136,customer:136,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,137,customer:137,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,139,customer:139,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,14,customer:14,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,140,customer:140,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,141,customer:141,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,142,customer:142,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,143,customer:143,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,144,customer:144,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,145,customer:145,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,146,customer:146,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,147,customer:147,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,148,customer:148,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,149,customer:149,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,15,customer:15,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,150,customer:150,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,151,customer:151,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,152,customer:152,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,153,customer:153,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,154,customer:154,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,156,customer:156,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,157,customer:157,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,158,customer:158,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,159,customer:159,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,16,customer:16,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,160,customer:160,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,161,customer:161,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,162,customer:162,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,163,customer:163,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,164,customer:164,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,166,customer:166,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,167,customer:167,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,168,customer:168,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,169,customer:169,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,17,customer:17,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,170,customer:170,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,171,customer:171,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,172,customer:172,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,173,customer:173,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,174,customer:174,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,175,customer:175,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,177,customer:177,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,178,customer:178,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,179,customer:179,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,18,customer:18,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,180,customer:180,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,181,customer:181,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,182,customer:182,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,183,customer:183,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,19,customer:19,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,20,customer:20,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,21,customer:21,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,22,customer:22,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,23,customer:23,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,24,customer:24,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,25,customer:25,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,26,customer:26,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,27,customer:27,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,4,customer:4,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,5,customer:5,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,6,customer:6,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,7,customer:7,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,8,customer:8,transform,client,needs-decision,no billing or shipping address on the source account
low,customer_without_address,customer,9,customer:9,transform,client,needs-decision,no billing or shipping address on the source account
low,media_missing_alt,media,1952,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1966,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1969,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1971,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1972,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1973,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1974,warm-up-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1993,velo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1994,velo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1995,velo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1996,velo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,1997,velo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2000,velo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2001,velo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2002,velo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2003,velo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2008,velo-collar-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2009,velo-collar-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2010,velo-collar-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2011,velo-collar-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2019,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2020,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2021,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2022,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2023,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2024,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2025,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2026,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2027,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2028,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2029,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2030,tre-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2039,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2040,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2041,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2042,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2043,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2044,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2045,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2046,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2047,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2048,tre-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2055,stivo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2090,sette-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2091,sette-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2095,rich-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2096,rich-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2100,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2101,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2102,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2103,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2104,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2105,quick-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2233,fast-3-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2234,fast-3-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2235,fast-3-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2236,fast-3-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2257,deva-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2258,deva-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2259,deva-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2260,deva-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2267,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2268,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2269,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2270,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2271,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2272,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2273,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2274,deck-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2276,collar-zip-sub-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2279,cinque-t-shirt-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2280,cinque-t-shirt-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2283,cinque-t-shirt-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2284,cinque-t-shirt-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2293,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2295,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2347,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2356,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2357,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2358,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2359,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2360,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2361,alex-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2365,alex-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2366,alex-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2367,alex-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2368,alex-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2600,italian-volleyball-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2690,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2691,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2692,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2693,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2694,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2740,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2743,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2746,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2750,knee-pads-sleek,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2755,knee-pads-sleek,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2776,ace-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2813,jordy-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2814,jordy-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2815,jordy-man,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2818,baldo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2818,slide-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2819,baldo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2819,slide-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2820,baldo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2820,slide-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2821,baldo-jacket,transform,client,needs-decision,image has no alt text
