severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
low,sku_generated,variant,6559,PS-6554-6559,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6560,PS-6554-6560,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6563,PS-6562-6563,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6564,PS-6562-6564,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6565,PS-6562-6565,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6566,PS-6562-6566,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6567,PS-6562-6567,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6568,PS-6562-6568,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6569,PS-6562-6569,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6570,PS-6562-6570,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6571,PS-6562-6571,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6572,PS-6562-6572,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6573,PS-6562-6573,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6574,PS-6562-6574,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6576,PS-6575-6576,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6578,PS-6577-6578,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6580,PS-6579-6580,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6581,PS-6579-6581,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6582,PS-6579-6582,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6583,PS-6579-6583,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6584,PS-6579-6584,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6585,PS-6579-6585,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6587,PS-6586-6587,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6588,PS-6586-6588,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6589,PS-6586-6589,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6590,PS-6586-6590,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6591,PS-6586-6591,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6592,PS-6586-6592,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6594,PS-6593-6594,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6595,PS-6593-6595,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6596,PS-6593-6596,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6597,PS-6593-6597,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6598,PS-6593-6598,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6599,PS-6593-6599,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6600,PS-6593-6600,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6602,PS-6601-6602,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6603,PS-6601-6603,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6604,PS-6601-6604,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6605,PS-6601-6605,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6606,PS-6601-6606,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6607,PS-6601-6607,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6608,PS-6601-6608,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6610,PS-6609-6610,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6611,PS-6609-6611,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6637,PS-6636-6637,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6638,PS-6636-6638,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6639,PS-6636-6639,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6640,PS-6636-6640,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6641,PS-6636-6641,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6643,PS-6642-6643,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6644,PS-6642-6644,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6645,PS-6642-6645,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6646,PS-6642-6646,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6647,PS-6642-6647,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6649,PS-6648-6649,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6650,PS-6648-6650,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6651,PS-6648-6651,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6652,PS-6648-6652,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6660,PS-6653-6660,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6661,PS-6653-6661,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6662,PS-6653-6662,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6693,PS-6692-6693,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6696,PS-6695-6696,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6698,PS-6697-6698,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6700,PS-6699-6700,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6704,PS-6701-6704,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6705,PS-6701-6705,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6707,PS-6706-6707,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6711,PS-6710-6711,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6712,PS-6701-6712,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6717,PS-6716-6717,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6719,PS-6718-6719,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6720,PS-6718-6720,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6721,PS-6718-6721,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6722,PS-6718-6722,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6723,PS-6718-6723,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6724,PS-6718-6724,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6725,PS-6718-6725,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6726,PS-6718-6726,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6727,PS-6718-6727,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6728,PS-6718-6728,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6729,PS-6718-6729,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6730,PS-6718-6730,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6731,PS-6718-6731,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6732,PS-6718-6732,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6733,PS-6718-6733,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6734,PS-6718-6734,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6735,PS-6718-6735,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6736,PS-6718-6736,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6737,PS-6718-6737,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6738,PS-6718-6738,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6739,PS-6718-6739,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6740,PS-6718-6740,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6741,PS-6718-6741,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6742,PS-6718-6742,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6743,PS-6718-6743,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6744,PS-6718-6744,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6745,PS-6718-6745,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6746,PS-6718-6746,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6747,PS-6718-6747,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6749,PS-6748-6749,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6750,PS-6748-6750,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6751,PS-6748-6751,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6752,PS-6748-6752,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6753,PS-6748-6753,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6754,PS-6748-6754,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6755,PS-6748-6755,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6756,PS-6748-6756,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6757,PS-6748-6757,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6759,PS-6758-6759,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6760,PS-6758-6760,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6761,PS-6758-6761,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6762,PS-6758-6762,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6765,PS-6763-6765,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6766,PS-6763-6766,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6769,PS-6768-6769,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6770,PS-6768-6770,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6771,PS-6768-6771,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6772,PS-6768-6772,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6774,PS-6773-6774,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6775,PS-6773-6775,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6776,PS-6773-6776,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6778,PS-6777-6778,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6780,PS-6779-6780,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6782,PS-6781-6782,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6784,PS-6783-6784,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6786,PS-6785-6786,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6788,PS-6787-6788,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6790,PS-6789-6790,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6802,PS-6801-6802,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6803,PS-6801-6803,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6804,PS-6801-6804,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6805,PS-6801-6805,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6806,PS-6801-6806,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6807,PS-6801-6807,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6808,PS-6801-6808,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6810,PS-6809-6810,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6811,PS-6809-6811,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6812,PS-6809-6812,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6813,PS-6809-6813,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6814,PS-6809-6814,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6815,PS-6809-6815,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6852,PS-6851-6852,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6853,PS-6851-6853,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6854,PS-6851-6854,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6856,PS-6855-6856,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6857,PS-6855-6857,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,sku_generated,variant,6858,PS-6855-6858,transform,client,needs-decision,variation had no SKU; generated deterministically as PS-<product>-<variation>
low,variant_missing_weight,variant,1615,PROT03NGU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1635,PROT00SEM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1636,PROT00SEF,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1930,PROS-PROT03Z2U-1930,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1933,PROS-PROT03Z2U-1933,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1941,PROS-PROT03Z2U-1941,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1945,PROS-PROT03Z2U-1945,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1961,PROS-PROT03Z2U-1961,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1965,PROS-PROT00WAM-1965,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1967,PROS-PROT00WAM-1967,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1970,PROS-PROT00WAM-1970,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1986,PROS-PROT03VPU-1986,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1988,PROS-PROT03VPU-1988,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1998,PROS-PROT03VJU-1998,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,1999,PROS-PROT03VJU-1999,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2006,PROS-PROT03VCZ-2006,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2007,PROS-PROT03VCZ-2007,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2013,PROS-PROT03TRW-2013,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2014,PROS-PROT03TRW-2014,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2015,PROS-PROT03TRW-2015,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2016,PROS-PROT03TRW-2016,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2017,PROS-PROT03TRW-2017,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2018,PROS-PROT03TRW-2018,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2031,PROS-T03TRM-2031,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2032,PROS-T03TRM-2032,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2033,PROS-T03TRM-2033,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2034,PROS-T03TRM-2034,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2035,PROS-PROT03VCZ-2035,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2036,PROS-PROT03VCZ-2036,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2037,PROS-PROT03VCZ-2037,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2038,PROS-T03TRM-2038,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2052,PROS-PROT03SPU-2052,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2053,PROS-PROT03SJU-2053,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2057,PROS-PROT03SKU-2057,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2058,PROS-PROT03SKU-2058,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2059,PROS-PROT03SKU-2059,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2066,PROS-PROT00SZU-2066,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2067,PROS-PROT00SZU-2067,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2074,PROS-PROT00SLM-2074,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2075,PROS-PROT00SLM-2075,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2083,PROT03SLU-NBLUE-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2093,PROS-1634-2093,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2094,PROS-1634-2094,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2097,PROS-PROT00QUU-2097,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2098,PROS-PROT00QUU-2098,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2099,PROS-PROT00QUU-2099,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2106,PROS-PROT03QU2U-2106,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2107,PROS-PROT03QU2U-2107,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2108,PROS-PROT03QU2U-2108,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2109,PROS-PROT03QU2U-2109,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2118,PROS-PROT03PNSU-2118,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2119,PROS-PROT03PNSU-2119,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2124,PROS-PROT03PNPU-2124,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2125,PROS-PROT03PNPU-2125,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2130,PROS-PROT03PNJU-2130,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2131,PROS-PROT03PNJU-2131,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2141,PROS-1626-2141,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2142,PROS-1626-2142,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2143,PROS-1626-2143,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2144,PROS-1626-2144,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2145,PROS-1626-2145,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2158,PROS-PROT03PIM-2158,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2159,PROS-PROT03PIM-2159,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2160,PROS-PROT03PIM-2160,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2161,PROS-PROT03PIM-2161,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2162,PROS-PROT03PIM-2162,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,2173,PROS-PROT03ORU-2173,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
